Gene_accession no.	Gene	Group	Family	Class	Phenotype	PMID	Mechanism of resistance	Notes	Required_gene
blaOXA-560_1_KY126238	blaOXA-560	blaOXA	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20071813;, curated"	
blaOXA-561_1_KY126240	blaOXA-561	blaOXA	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20081065;, curated"	
blaOXA-562_1_KY126241	blaOXA-562	blaOXA	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20081737;, curated"	
blaOXA-563_1_KY767021	blaOXA-563	blaOXA	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter pittii NRZ-24076;, curated"	
blaOXA-564_1_KY767022	blaOXA-564	blaOXA	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter pittii NRZ-24967;, curated"	
blaOXA-565_1_KY883665	blaOXA-565	blaOXA	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	"Class D;OXA-23-like;Natural in Acinetobacter baumannii01ACRGNY3002;, curated"	
blaOXA-566_1_MF099636	blaOXA-566	blaOXA	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	"Class D;OXA-48-like;, curated"	
blaOXA-312_1_KF057029	blaOXA-312	blaOXA	Beta-lactam	Beta-lactam		24247131	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii;, curated"	
blaOXA-313_1_KF057030	blaOXA-313	blaOXA	Beta-lactam	Beta-lactam		24247131	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii;, curated"	
blaOXA-314_1_KF057031	blaOXA-314	blaOXA	Beta-lactam	Beta-lactam		24247131	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii;, curated"	
blaOXA-315_1_KF057032	blaOXA-315	blaOXA	Beta-lactam	Beta-lactam		24247131	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii;, curated"	
blaOXA-316_1_KF057033	blaOXA-316	blaOXA	Beta-lactam	Beta-lactam		24247131	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii;, curated"	
blaOXA-317_1_KF057034	blaOXA-317	blaOXA	Beta-lactam	Beta-lactam		24247131	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii;, curated"	
blaOXA-300_1_APPK01000054	blaOXA-300	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-228-like;Natural in Acinetobacter bereziniae NIPH 3;, curated"	
blaOXA-301_1_APQG01000050	blaOXA-301	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Ertapenem	24277043	Enzymatic inactivation	"Class D;OXA-228-like;Natural in Acinetobacter bereziniae LMG 1003 = CIP 70.12;, curated"	
blaOXA-304_1_APSC01000007	blaOXA-304	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Ertapenem	24277043	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter sp. NIPH 542;, curated"	
blaOXA-305_1_APPF01000021	blaOXA-305	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter sp. NIPH 817;, curated"	
blaOXA-280_1_APPZ01000001	blaOXA-280	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-211-like;Natural in Acinetobacter johnsonii ANC 3681;, curated"	
blaOXA-281_1_APON01000041	blaOXA-281	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-211-like;Natural in Acinetobacter johnsonii CIP 64.6;, curated"	
blaOXA-282_1_APQS01000019	blaOXA-282	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-134-like;Natural in Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512;, curated"	
blaOXA-283_1_AYHO01000005	blaOXA-283	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-134-like;Natural in Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512;, curated"	
blaOXA-284_1_APRU01000004	blaOXA-284	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-134-like;Natural in Acinetobacter sp. CIP 51.11;, curated"	
blaOXA-285_1_APRY01000059	blaOXA-285	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-134-like;Natural in Acinetobacter sp. CIP 64.7;, curated"	
blaOXA-276_1_APPI01000013	blaOXA-276	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-134-like;Natural in Acinetobacter schindleri NIPH 900;, curated"	
blaOXA-277_1_APPQ01000011	blaOXA-277	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-134-like;Natural in Acinetobacter schindleri CIP 107287;, curated"	
blaOXA-267_1_APQH01000006	blaOXA-267	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter calcoaceticus ANC 3680;, curated"	
blaOXA-268_1_APOE01000008	blaOXA-268	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter calcoaceticus NIPH 13;, curated"	
blaOXA-269_1_APQJ01000007	blaOXA-269	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter calcoaceticus ANC 3811;, curated"	
blaOXA-270_1_APQM01000006	blaOXA-270	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin	24277043	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter pittii ANC 4050;, curated"	
blaOXA-271_1_APQO01000006	blaOXA-271	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter pittii ANC 4052;, curated"	
blaOXA-272_1_LSAL01000001	blaOXA-272	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter pittii;, curated"	
blaOXA-273_1_APQN01000012	blaOXA-273	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin	24277043	Enzymatic inactivation	"Class D;OXA-213-like;Natural in Acinetobacter pittii ANC 3678;, curated"	
blaOXA-246_1_EU886980	blaOXA-246	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin	24398232	Enzymatic inactivation	"Class D;OXA-10-like;, curated"	
blaOXA-252_1_NG_050608	blaOXA-252	blaOXA	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	"Class D;OXA-48-like;Natural in Shewanella sp. ZOR0012;, curated"	
blaOXA-259_1_KF057028	blaOXA-259	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii;, curated"	
blaOXA-260_1_APOR01000009	blaOXA-260	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii NIPH 1362;, curated"	
blaOXA-261_1_APQV01000009	blaOXA-261	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii NIPH 201;, curated"	
blaOXA-262_1_APRA01000005	blaOXA-262	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii NIPH 67;, curated"	
blaOXA-263_1_APQY01000006	blaOXA-263	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-51-like;Natural in Acinetobacter baumannii NIPH 329;, curated"	
blaOXA-264_1_APQQ01000012	blaOXA-264	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-214-like;Natural in Acinetobacter haemolyticus CIP 64.3;, curated"	
blaOXA-265_1_APQR01000003	blaOXA-265	blaOXA	Beta-lactam	Beta-lactam		24277043	Enzymatic inactivation	"Class D;OXA-214-like;Natural in Acinetobacter haemolyticus NIPH 261;, curated"	
blaOXA-193_1_CP013032	blaOXA-193	blaOXA	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	"Class D;OXA-61-like;Natural in Campylobacter coli;Alternative name CJ0299;, curated"	
blaOXA-102_1_NZ_LWGP01000001	blaOXA-102	blaOXA	Beta-lactam	Beta-lactam	Ertapenem, Imipenem	18195058	Enzymatic inactivation	"Class D;OXA-23-like;, curated"	
blaOXA-103_1_APQF01000011	blaOXA-103	blaOXA	Beta-lactam	Beta-lactam	Ertapenem, Imipenem	18195058	Enzymatic inactivation	"Class D;OXA-23-like;, curated"	
blaZ_13_KF471116	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_14_JBAG01000015	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_15_JAZQ01000018	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_16_JBTH01000015	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_17_JDDF01000008	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_18_JBQW01000016	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_19_JBMK01000007	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_20_JBVX01000014	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_21_JGQH01000014	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_22_JCHI01000035	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_23_JBND01000015	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_24_JBLQ01000018	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_25_JBKK01000017	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_26_JBJP01000007	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_27_JDGZ01000043	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_28_JDYO01000009	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_29_JDXN01000019	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_30_JGUQ01000012	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_31_JIFU01000008	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_32_JINH01000005	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_33_JIXQ01000012	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_34_JJAO01000008	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_35_JIVZ01000012	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_36_JITV01000006	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_37_JIFD01000012	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_38_NZ_JEMM01000040	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_39_JHTU01000073	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_40_NZ_AZBT01000050	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	24359724	Enzymatic inactivation	Class A, curated	
blaZ_42_CCEE01000006	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_43_NZ_CAVU010000015	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_44_NZ_JWJJ01000015	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_45_CP010941	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26227599	Enzymatic inactivation	Class A, curated	
blaZ_46_CP010944	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26227599	Enzymatic inactivation	Class A, curated	
blaZ_47_NZ_JYGF01000020	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26950323	Enzymatic inactivation	Class A, curated	
blaZ_48_CFPA01000022	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_49_CVLS01000543	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_50_KR230047	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_51_NZ_JVWO01000108	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_52_NZ_JVWM01000127	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_53_NZ_JUXQ01000001	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_54_NZ_JVRB01000003	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_55_NZ_JVLY01000044	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_56_NZ_JUMU01000089	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_57_NZ_JURP01000126	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_58_NZ_JUUA01000057	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_59_NZ_JVBT01000063	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_60_NZ_JVML01000111	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_61_NZ_JVAT01000021	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_62_NZ_JVOH01000023	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_63_NZ_JUMX01000103	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26230489	Enzymatic inactivation	Class A, curated	
blaZ_64_CSJB01000017	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_65_CSEV01000005	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_66_CSGM01000014	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_67_NZ_CTTL01000039	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_68_NZ_CUHK01000055	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_69_NZ_CUHB01000033	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_70_NZ_CUEK01000047	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_71_NZ_CUGR01000082	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_72_NZ_CUHG01000035	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_73_CYNA01000004	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_74_CZWI01000159	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_75_LNTF01000008	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_76_FFOR01000002	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_77_FGNH01000009	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_78_KU607301	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	27572443	Enzymatic inactivation	Class A, curated	
blaZ_79_KU607584	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	27572443	Enzymatic inactivation	Class A, curated	
blaZ_80_KU607855	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	27572443	Enzymatic inactivation	Class A, curated	
blaZ_81_FGJZ01000020	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_82_FGSJ01000003	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_83_FGWO01000019	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_84_FHDH01000010	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_85_NZ_FHDT01000016	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_87_NZ_LRNC01000042	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	26931384	Enzymatic inactivation	Class A, curated	
blaZ_88_FKTX01000011	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_89_FKPS01000007	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_90_FKVU01000010	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_91_FKQH01000022	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_92_FKWG01000001	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_93_FKQA01000038	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_94_LYRW01000005	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_95_MAJJ01000071	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_96_LNDI01000019	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_97_FMOK01000003	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_98_LTEF01000041	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_99_LTNH01000008	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_100_LTMH01000008	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_101_LTLP01000099	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_102_MLQA01000023	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
blaZ_103_FQSJ01000009	blaZ	blaZ	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin	unpublished	Enzymatic inactivation	Class A, curated	
